HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.list,Input.trial_1,Input.trial_2,Input.trial_3,Input.trial_4,Input.trial_5,Input.trial_6,Input.trial_7,Input.trial_8,Input.trial_9,Input.trial_10,Answer.Rating1,Answer.Rating10,Answer.Rating2,Answer.Rating3,Answer.Rating4,Answer.Rating5,Answer.Rating6,Answer.Rating7,Answer.Rating8,Answer.Rating9,Answer.RatingSample1,Answer.RatingSample2,Answer.english,Answer.foreignlang,Answer.numanswered,Answer.useragent,Approve,Reject
2P546UXFCD455QZA2OJNYKIOJ4WTV3,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2JQ8TNKIMZSMDY0Y7DFM5PGXQOPYBV,A32N9U08Q3GQHE,Submitted,Thu Feb 28 18:56:22 GMT 2013,Thu Feb 28 18:57:00 GMT 2013,Thu Mar 07 10:57:00 PST 2013,,,,38,100% (2/2),100% (2/2),0% (0/0),2,That's the rabbit that the magician made vanish into thin air.,That's the book that the girl balanced on her head.,That's the girl that the teacher played with the doll.,That's the engine that the mechanic made run idle for 2 hours.,That's the student that the councilor made skip the road.,That's the gang that the officer made lean against the wall.,That's the film that the assistant developed in the darkroom.,That's the intern that the supervisor returned for another shift.,That's the wall that the carpenter broke into several pieces.,That's the boy that the instructor floated in the pool.,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,,,,
2P546UXFCD455QZA2OJNYKIOJ4WTV3,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2Y1Z6KW4ZMAZPVC80QH0TNNX2Y17G5,A2FNSPM7N4V401,Submitted,Wed Feb 27 14:03:24 GMT 2013,Wed Feb 27 14:04:40 GMT 2013,Wed Mar 06 06:04:40 PST 2013,,,,76,100% (1/1),100% (1/1),0% (0/0),2,That's the rabbit that the magician made vanish into thin air.,That's the book that the girl balanced on her head.,That's the girl that the teacher played with the doll.,That's the engine that the mechanic made run idle for 2 hours.,That's the student that the councilor made skip the road.,That's the gang that the officer made lean against the wall.,That's the film that the assistant developed in the darkroom.,That's the intern that the supervisor returned for another shift.,That's the wall that the carpenter broke into several pieces.,That's the boy that the instructor floated in the pool.,Y,N,Y,N,Y,N,Y,Y,N,Y,,,Y,N,,,,
2J392HECWA6XBC9TRQRCU5KY54YJK2,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,20TSNQQ7Q670DFB1RYI17TQEC9ZAU2,A1A03XN33VQGA2,Submitted,Tue Feb 26 08:28:44 GMT 2013,Tue Feb 26 08:29:34 GMT 2013,Tue Mar 05 00:29:34 PST 2013,,,,50,25% (1/4),25% (1/4),0% (0/0),3,That's the boy that the instructor floated in the pool.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor returned for another shift.,That's the film that the assistant developed in the darkroom.,That's the gang that the officer made lean against the wall.,That's the student that the councilor made skip the road.,That's the engine that the mechanic made run idle for 2 hours.,That's the girl that the teacher played with the doll.,That's the book that the girl balanced on her head.,That's the rabbit that the magician made vanish into thin air.,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,10,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch; .NET4.0E; .NET4.0C; Tablet PC 2.0),,
2J392HECWA6XBC9TRQRCU5KY54YJK2,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,24QT3DHJHP4BLR5XJ9ZRXX9ZEU2V2V,A207Z5PIOR1CPR,Submitted,Tue Feb 26 22:07:21 GMT 2013,Tue Feb 26 22:10:08 GMT 2013,Tue Mar 05 14:10:08 PST 2013,,,,167,100% (2/2),100% (2/2),0% (0/0),3,That's the boy that the instructor floated in the pool.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor returned for another shift.,That's the film that the assistant developed in the darkroom.,That's the gang that the officer made lean against the wall.,That's the student that the councilor made skip the road.,That's the engine that the mechanic made run idle for 2 hours.,That's the girl that the teacher played with the doll.,That's the book that the girl balanced on her head.,That's the rabbit that the magician made vanish into thin air.,Y,Y,Y,Y,Y,Y,N,N,N,,Y,N,Y,N,,,,
2J392HECWA6XBC9TRQRCU5KY54YJK2,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2BHC6SK9RJ85WD3GTSDAFPMQZ3AS4N,A1D03NQ9ZO1KB0,Submitted,Tue Feb 26 14:21:23 GMT 2013,Tue Feb 26 14:25:50 GMT 2013,Tue Mar 05 06:25:50 PST 2013,,,,267,100% (1/1),100% (1/1),0% (0/0),3,That's the boy that the instructor floated in the pool.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor returned for another shift.,That's the film that the assistant developed in the darkroom.,That's the gang that the officer made lean against the wall.,That's the student that the councilor made skip the road.,That's the engine that the mechanic made run idle for 2 hours.,That's the girl that the teacher played with the doll.,That's the book that the girl balanced on her head.,That's the rabbit that the magician made vanish into thin air.,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,,Y,N,10,Mozilla/5.0 (Windows NT 5.1; rv:19.0) Gecko/20100101 Firefox/19.0,,
2J392HECWA6XBC9TRQRCU5KY54YJK2,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2DO5XH0JPPSIAYJV4WJPC5KNXL4GMT,A10MEXRNAC2LV2,Submitted,Tue Feb 26 23:46:43 GMT 2013,Tue Feb 26 23:48:31 GMT 2013,Tue Mar 05 15:48:31 PST 2013,,,,108,100% (2/2),100% (2/2),0% (0/0),3,That's the boy that the instructor floated in the pool.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor returned for another shift.,That's the film that the assistant developed in the darkroom.,That's the gang that the officer made lean against the wall.,That's the student that the councilor made skip the road.,That's the engine that the mechanic made run idle for 2 hours.,That's the girl that the teacher played with the doll.,That's the book that the girl balanced on her head.,That's the rabbit that the magician made vanish into thin air.,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,10,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDC; BRI/2; AskTbORJ/5.15.9.29495; .NET4.0C; .NET4.0E),,
2J392HECWA6XBC9TRQRCU5KY54YJK2,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2IEZ9O9Z6KW470VGWSIRQFQ2Z19C3B,A1GOB674NOZ0ZZ,Submitted,Tue Feb 26 20:28:11 GMT 2013,Tue Feb 26 20:28:55 GMT 2013,Tue Mar 05 12:28:55 PST 2013,,,,44,100% (2/2),100% (2/2),0% (0/0),3,That's the boy that the instructor floated in the pool.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor returned for another shift.,That's the film that the assistant developed in the darkroom.,That's the gang that the officer made lean against the wall.,That's the student that the councilor made skip the road.,That's the engine that the mechanic made run idle for 2 hours.,That's the girl that the teacher played with the doll.,That's the book that the girl balanced on her head.,That's the rabbit that the magician made vanish into thin air.,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,,,,
2J392HECWA6XBC9TRQRCU5KY54YJK2,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2LYBFMFFOYYI1FE0UO7EXC0T88PZMM,A3HF07HX23AFOD,Submitted,Tue Feb 26 13:36:12 GMT 2013,Tue Feb 26 13:37:29 GMT 2013,Tue Mar 05 05:37:29 PST 2013,,,,77,100% (2/2),100% (2/2),0% (0/0),3,That's the boy that the instructor floated in the pool.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor returned for another shift.,That's the film that the assistant developed in the darkroom.,That's the gang that the officer made lean against the wall.,That's the student that the councilor made skip the road.,That's the engine that the mechanic made run idle for 2 hours.,That's the girl that the teacher played with the doll.,That's the book that the girl balanced on her head.,That's the rabbit that the magician made vanish into thin air.,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17",,
2J392HECWA6XBC9TRQRCU5KY54YJK2,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2U91Q6SVQ8H8G0BBLWWOGVCKC784NZ,A70L26UXLTGLC,Submitted,Wed Feb 27 06:27:06 GMT 2013,Wed Feb 27 06:29:35 GMT 2013,Tue Mar 05 22:29:35 PST 2013,,,,149,100% (10/10),100% (5/5),100% (1/1),3,That's the boy that the instructor floated in the pool.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor returned for another shift.,That's the film that the assistant developed in the darkroom.,That's the gang that the officer made lean against the wall.,That's the student that the councilor made skip the road.,That's the engine that the mechanic made run idle for 2 hours.,That's the girl that the teacher played with the doll.,That's the book that the girl balanced on her head.,That's the rabbit that the magician made vanish into thin air.,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,,,,
24ZMVHVKCJ019YNOJUY9PQW7HJ475Z,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,254PWZ9RNDWIW9M9M3E3ITGWCGASD7,A2HR7ZIX42FEPG,Submitted,Tue Feb 26 15:22:12 GMT 2013,Tue Feb 26 15:23:24 GMT 2013,Tue Mar 05 07:23:24 PST 2013,,,,72,80% (4/5),100% (1/1),0% (0/0),4,That's the student that the councilor made skip the road.,That's the ladder that the worker leaned against the wall.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor made return for another shift.,That's the film that the assistant developed in the darkroom.,That's the sprinter that the coach ran for 2 hours.,That's the rabbit that the magician made vanish into thin air.,That's the boy that the instructor made float in the pool.,That's the girl that the teacher played with the doll.,That's the book that the girl made balance on her head.,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,,,,
24ZMVHVKCJ019YNOJUY9PQW7HJ475Z,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,29CPFE4EGDHDUGQ2NT0N4W6JPQU9JV,A2B338ZP97RA5W,Submitted,Sat Mar 02 19:04:45 GMT 2013,Sat Mar 02 19:06:37 GMT 2013,Sat Mar 09 11:06:37 PST 2013,,,,112,100% (1/1),100% (1/1),0% (0/0),4,That's the student that the councilor made skip the road.,That's the ladder that the worker leaned against the wall.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor made return for another shift.,That's the film that the assistant developed in the darkroom.,That's the sprinter that the coach ran for 2 hours.,That's the rabbit that the magician made vanish into thin air.,That's the boy that the instructor made float in the pool.,That's the girl that the teacher played with the doll.,That's the book that the girl made balance on her head.,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0,,
24ZMVHVKCJ019YNOJUY9PQW7HJ475Z,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2D7DEY5COW0LO5KKNNIFQC6XYD14VD,A274FLWJ2ZD2ZH,Submitted,Thu Feb 28 02:12:32 GMT 2013,Thu Feb 28 02:13:14 GMT 2013,Wed Mar 06 18:13:14 PST 2013,,,,42,25% (1/4),25% (1/4),0% (0/0),4,That's the student that the councilor made skip the road.,That's the ladder that the worker leaned against the wall.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor made return for another shift.,That's the film that the assistant developed in the darkroom.,That's the sprinter that the coach ran for 2 hours.,That's the rabbit that the magician made vanish into thin air.,That's the boy that the instructor made float in the pool.,That's the girl that the teacher played with the doll.,That's the book that the girl made balance on her head.,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,,,,
24ZMVHVKCJ019YNOJUY9PQW7HJ475Z,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2GKK9RJ85OZI7S23PLGMTOQ7P8R7VM,A1DKEJ4G4QQD10,Submitted,Tue Feb 26 05:54:44 GMT 2013,Tue Feb 26 05:56:30 GMT 2013,Mon Mar 04 21:56:30 PST 2013,,,,106,100% (1/1),100% (1/1),0% (0/0),4,That's the student that the councilor made skip the road.,That's the ladder that the worker leaned against the wall.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor made return for another shift.,That's the film that the assistant developed in the darkroom.,That's the sprinter that the coach ran for 2 hours.,That's the rabbit that the magician made vanish into thin air.,That's the boy that the instructor made float in the pool.,That's the girl that the teacher played with the doll.,That's the book that the girl made balance on her head.,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,10,Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0,,
24ZMVHVKCJ019YNOJUY9PQW7HJ475Z,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2GPBAT2D5NQYVJ0K5BAGATYOYQL73G,A3M8W605O17CKX,Submitted,Tue Feb 26 20:50:08 GMT 2013,Tue Feb 26 20:54:37 GMT 2013,Tue Mar 05 12:54:37 PST 2013,,,,269,100% (1/1),100% (1/1),0% (0/0),4,That's the student that the councilor made skip the road.,That's the ladder that the worker leaned against the wall.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor made return for another shift.,That's the film that the assistant developed in the darkroom.,That's the sprinter that the coach ran for 2 hours.,That's the rabbit that the magician made vanish into thin air.,That's the boy that the instructor made float in the pool.,That's the girl that the teacher played with the doll.,That's the book that the girl made balance on her head.,N,N,Y,Y,Y,Y,Y,Y,Y,N,,,Y,N,10,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3),,
24ZMVHVKCJ019YNOJUY9PQW7HJ475Z,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2IEQU6L5OBVCQFCECF1IOF7I5EMYF2,A2CPRXGR72ZFTE,Submitted,Tue Feb 26 15:20:10 GMT 2013,Tue Feb 26 15:21:23 GMT 2013,Tue Mar 05 07:21:23 PST 2013,,,,73,100% (3/3),100% (2/2),0% (0/0),4,That's the student that the councilor made skip the road.,That's the ladder that the worker leaned against the wall.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor made return for another shift.,That's the film that the assistant developed in the darkroom.,That's the sprinter that the coach ran for 2 hours.,That's the rabbit that the magician made vanish into thin air.,That's the boy that the instructor made float in the pool.,That's the girl that the teacher played with the doll.,That's the book that the girl made balance on her head.,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,10,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET4.0C; .NET4.0E),,
24ZMVHVKCJ019YNOJUY9PQW7HJ475Z,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:54 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:54 GMT 2013,,,2P006UFBNFSVO86WIKWS16NICVSH37,A1RO2HU6UKZZUB,Submitted,Wed Feb 27 04:36:53 GMT 2013,Wed Feb 27 04:38:56 GMT 2013,Tue Mar 05 20:38:56 PST 2013,,,,123,100% (1/1),100% (1/1),0% (0/0),4,That's the student that the councilor made skip the road.,That's the ladder that the worker leaned against the wall.,That's the wall that the carpenter broke into several pieces.,That's the intern that the supervisor made return for another shift.,That's the film that the assistant developed in the darkroom.,That's the sprinter that the coach ran for 2 hours.,That's the rabbit that the magician made vanish into thin air.,That's the boy that the instructor made float in the pool.,That's the girl that the teacher played with the doll.,That's the book that the girl made balance on her head.,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,10,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0,,
2NFBAT2D5NQYVJ0K5BAGATYN3NC374,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:55 GMT 2013,,,20V9Z0B6UTO61IZC74MRPGPY39QZOP,A3HMBHM8HJLKRD,Submitted,Tue Feb 26 16:43:35 GMT 2013,Tue Feb 26 16:45:38 GMT 2013,Tue Mar 05 08:45:38 PST 2013,,,,123,88% (14/16),100% (2/2),0% (0/0),5,That's the book that the girl made balance on her head.,That's the girl that the teacher played with the doll.,That's the boy that the instructor made float in the pool.,That's the rabbit that the magician made vanish into thin air.,That's the sprinter that the coach ran for 2 hours.,That's the film that the assistant developed in the darkroom.,That's the intern that the supervisor made return for another shift.,That's the wall that the carpenter broke into several pieces.,That's the ladder that the worker leaned against the wall.,That's the student that the councilor made skip the road.,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,10,Mozilla/5.0 (Windows NT 6.0; rv:18.0) Gecko/20100101 Firefox/18.0,,
2NFBAT2D5NQYVJ0K5BAGATYN3NC374,2MLW6NG1FS3N614SDQSF4SZL3XGYKS,Grammaticality Judgement Task,Decide whether 10 sentences sound natural or unnatural (Survey for native English speakers only!),"experiment, survey, language, easy, short",$0.10 ,Tue Feb 26 05:52:55 GMT 2013,6,BatchId:1049404;,3600,604800,Tue Mar 05 05:52:55 GMT 2013,,,259VKCJ011K2FI4OOVHWB18PFIAA8P,ATNZDP1UKM9P4,Submitted,Tue Feb 26 09:06:38 GMT 2013,Tue Feb 26 09:09:24 GMT 2013,Tue Mar 05 01:09:24 PST 2013,,,,166,100% (1/1),100% (1/1),0% (0/0),5,That's the book that the girl made balance on her head.,That's the girl that the teacher played with the doll.,That's the boy that the instructor made float in the pool.,That's the rabbit that the magician made vanish into thin air.,That's the sprinter that the coach ran for 2 hours.,That's the film that the assistant developed in the darkroom.,That's the intern that the supervisor made return for another shift.,That's the wall that the carpenter broke into several pieces.,That's the ladder that the worker leaned against the wall.,That's the student that the councilor made skip the road.,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,N,10,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Win64; x64; Trident/5.0; .NET CLR 2.0.50727; SLCC2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; HPDTDF; .NET4.0C; Tablet PC 2.0),,
